Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
green-irish-linen,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/green-linen-3.jpg?v=1789209378,2,,,,,,,,,,,
green-irish-linen,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/green-linen-2.jpg?v=1789209378,3,,,,,,,,,,,
green-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Green<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Green, Shirt",TRUE,Color,Green,Size,M,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
green-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Green<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Green, Shirt",TRUE,Color,Green,Size,L,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
green-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Green<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Green, Shirt",TRUE,Color,Green,Size,XL,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-irish-linen,Blue Irish Linen,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Blue<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Blue,Size,S,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Linen-blue_d1872888-9778-4913-875c-61c51940dd3d.jpg?v=1789209764,1,,,,,,g,,,,,active
blue-irish-linen,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Linen-blue-2.jpg?v=1789209688,2,,,,,,,,,,,
blue-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Blue<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Blue,Size,M,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Blue<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Blue,Size,L,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Blue<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Blue,Size,XL,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
pink-irish-linen,Pink Irish Linen,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Pink<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Pink,Size,S,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Linen-pink.jpg?v=1789210062,1,,,,,,g,,,,,active
pink-irish-linen,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Linen-pink-2.jpg?v=1789210062,2,,,,,,,,,,,
pink-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Pink<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Pink,Size,M,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
pink-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Pink<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Pink,Size,L,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
pink-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Pink<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Blue, Shirt",TRUE,Color,Pink,Size,XL,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
white-irish-linen,White Irish Linen,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Off White<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Shirt, White",TRUE,Color,White,Size,S,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Linen-white-2.jpg?v=1789210169,1,,,,,,g,,,,,active
white-irish-linen,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Linen-white-1.jpg?v=1789210169,2,,,,,,,,,,,
white-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Off White<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Shirt, White",TRUE,Color,White,Size,M,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
white-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Off White<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Shirt, White",TRUE,Color,White,Size,L,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
white-irish-linen,,"<p>Tailored from <strong>100% premium linen</strong>. The <strong>relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p>A modern take on the <strong>men’s fashion</strong>, this <strong>linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p>Your order will be reserved upon receipt of a 50% advance payment.</p>
<p><strong>Color:</strong> Off White<br><strong>Fabric:</strong> 100% Irish Linen</p>",Melone,,Shirts,"Shirt, White",TRUE,Color,White,Size,XL,,,,500,,0,deny,manual,8500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
